Date,Open,High,Low,Close,Adj Close,Volume
2014-05-20,9.25,9.545,8.946,9.172,9.172,55793487
2014-05-21,9.291,9.587,9.018,9.543,9.543,53902020
2014-05-22,9.175,9.3,8.881,8.896,8.896,60962372
2014-05-23,9.091,9.334,8.821,9.26,9.26,58964061
2014-05-26,9.037,9.436,8.742,8.902,8.902,71630004
2014-05-27,9.118,9.521,8.766,9.407,9.407,16984305
2014-05-28,9.218,9.347,9.085,9.121,9.121,3941937
2014-05-29,9.117,9.241,8.752,9.036,9.036,89417028
2014-05-30,9.117,9.304,8.976,9.267,9.267,17424682
2014-06-02,9.512,9.94,9.392,9.651,9.651,43317964
2014-06-03,9.846,9.995,9.363,9.835,9.835,60009368
2014-06-04,9.937,10.323,9.457,10.154,10.154,42604657
2014-06-05,9.949,10.089,9.825,10.019,10.019,79814477
2014-06-06,9.978,10.326,9.701,10.279,10.279,53340269
2014-06-09,10.105,10.35,9.929,10.117,10.117,11086873
2014-06-10,9.904,10.316,9.613,9.735,9.735,73049745
2014-06-11,9.858,10.049,9.432,9.461,9.461,17019069
2014-06-12,9.534,9.873,9.076,9.272,9.272,95737491
2014-06-13,9.615,9.802,9.275,9.35,9.35,33521286
2014-06-16,9.744,10.12,9.509,9.85,9.85,47389051
2014-06-17,9.655,10.089,9.325,9.466,9.466,12685326
2014-06-18,9.963,10.113,9.739,9.754,9.754,15960464
2014-06-19,9.724,10.158,9.273,9.305,9.305,55705546
2014-06-20,9.444,9.763,9.021,9.638,9.638,77930138
2014-06-23,9.491,9.634,9.184,9.45,9.45,39304212
2014-06-24,9.695,9.958,9.472,9.646,9.646,3414430
2014-06-25,10.026,10.191,9.808,10.15,10.15,38539249
2014-06-26,9.939,10.317,9.826,9.86,9.86,35901240
2014-06-27,10.158,10.568,9.725,10.551,10.551,79002819
2014-06-30,10.156,10.301,9.871,10.136,10.136,83625466
2014-07-01,10.126,10.432,9.893,9.992,9.992,71387259
2014-07-02,10.31,10.749,10.013,10.513,10.513,39239056
2014-07-03,10.449,10.945,10.002,10.722,10.722,1067824
2014-07-04,10.125,10.434,9.973,10.171,10.171,79486205
2014-07-07,10.429,10.93,9.967,10.797,10.797,3453843
2014-07-08,10.722,11.059,10.23,10.355,10.355,88677720
2014-07-09,10.594,10.867,10.087,10.304,10.304,58427414
2014-07-10,10.683,11.152,10.406,10.476,10.476,29039630
2014-07-11,10.794,11.115,10.592,10.702,10.702,28204384
2014-07-14,10.855,11.168,10.584,10.723,10.723,63713106
2014-07-15,10.741,11.059,10.491,11.012,11.012,47659384
2014-07-16,10.602,11.067,10.421,10.471,10.471,61370958
2014-07-17,10.602,11.061,10.238,10.59,10.59,76160616
2014-07-18,10.856,11.14,10.54,10.859,10.859,81085199
2014-07-21,10.98,11.236,10.49,11.16,11.16,35604091
2014-07-22,10.904,11.228,10.781,11.227,11.227,25906991
2014-07-23,11.077,11.442,10.681,11.254,11.254,87040341
2014-07-24,10.452,10.656,10.029,10.638,10.638,79225804
2014-07-25,10.697,11.144,10.265,10.957,10.957,94775781
2014-07-28,10.33,10.634,9.861,10.606,10.606,49709840
2014-07-29,10.261,10.501,9.859,10.313,10.313,33683140
2014-07-30,10.036,10.179,9.563,9.612,9.612,84550640
2014-07-31,9.781,9.972,9.553,9.721,9.721,57838752
2014-08-01,10.013,10.493,9.711,10.217,10.217,99244314
2014-08-04,9.925,10.145,9.82,9.934,9.934,65014724
2014-08-05,9.998,10.166,9.895,9.969,9.969,24196230
2014-08-06,9.994,10.278,9.798,10.075,10.075,86275055
2014-08-07,10.094,10.319,9.952,10.295,10.295,61445969
2014-08-08,10.115,10.23,9.909,9.92,9.92,80085701
2014-08-11,9.86,10.086,9.692,9.995,9.995,31530625
2014-08-12,10.062,10.382,9.95,10.262,10.262,66225342
2014-08-13,9.967,10.287,9.505,10.259,10.259,57591564
2014-08-14,9.662,9.896,9.562,9.873,9.873,65580905
2014-08-15,9.584,9.851,9.206,9.698,9.698,56734388
2014-08-18,9.877,10.357,9.718,10.051,10.051,8212979
2014-08-19,10.049,10.301,9.582,9.729,9.729,89155402
2014-08-20,9.984,10.187,9.528,9.887,9.887,50329945
2014-08-21,9.92,10.116,9.561,9.986,9.986,42896084
2014-08-22,9.861,10.14,9.497,10.073,10.073,73230567
2014-08-25,10.275,10.69,10.17,10.581,10.581,14842231
2014-08-26,10.359,10.548,9.847,9.984,9.984,42860981
2014-08-27,10.453,10.854,9.981,10.505,10.505,98446066
2014-08-28,10.674,10.79,10.185,10.386,10.386,69514256
2014-08-29,10.73,11.017,10.34,10.346,10.346,74352143
2014-09-01,10.68,11.118,10.426,10.565,10.565,68901417
2014-09-02,10.643,10.894,10.156,10.24,10.24,96519748
2014-09-03,10.633,10.979,10.403,10.888,10.888,23102541
2014-09-04,10.631,10.824,10.285,10.424,10.424,53054514
2014-09-05,10.791,11.219,10.64,10.805,10.805,47187331
2014-09-08,10.807,10.938,10.3,10.912,10.912,36646255
2014-09-09,10.971,11.455,10.8,11.048,11.048,16594711
2014-09-10,10.959,11.155,10.751,10.755,10.755,23448814
2014-09-11,10.982,11.476,10.627,10.868,10.868,41467259
2014-09-12,10.548,10.802,10.12,10.201,10.201,12642742
2014-09-15,10.747,11.165,10.373,10.454,10.454,90909842
2014-09-16,10.827,11.074,10.618,10.653,10.653,97478487
2014-09-17,11.048,11.559,10.937,11.306,11.306,91988675
2014-09-18,10.414,10.571,9.994,10.103,10.103,95077320
2014-09-19,10.854,11.04,10.318,10.579,10.579,81671200
2014-09-22,10.829,11.151,10.37,11.043,11.043,68415552
2014-09-23,11.075,11.222,10.76,10.956,10.956,65989811
2014-09-24,10.85,11.044,10.349,10.985,10.985,93899746
2014-09-25,10.988,11.513,10.698,11.104,11.104,69584649
2014-09-26,10.762,11.29,10.428,10.772,10.772,28277963
2014-09-29,10.633,10.899,10.324,10.755,10.755,47287505
2014-09-30,11.046,11.564,10.738,10.798,10.798,17525065
2014-10-01,11.009,11.359,10.558,10.63,10.63,40309201
2014-10-02,11.062,11.292,10.718,11.092,11.092,21005015
2014-10-03,11.26,11.689,11.005,11.338,11.338,1819072
2014-10-06,11.378,11.792,11.147,11.657,11.657,53766941
2014-10-07,11.418,11.984,11.287,11.926,11.926,31421070
2014-10-08,11.507,11.744,11.123,11.364,11.364,6010631
2014-10-09,12.066,12.511,11.834,12.238,12.238,71518521
2014-10-10,12.058,12.204,11.866,12.035,12.035,51968552
2014-10-13,12.112,12.288,11.674,12.277,12.277,41172431
2014-10-14,12.373,12.499,11.912,12.4,12.4,58940180
2014-10-15,12.653,13.285,12.146,13.184,13.184,61284046
2014-10-16,12.959,13.504,12.568,12.806,12.806,37592317
2014-10-17,13.131,13.676,12.53,13.415,13.415,92835780
2014-10-20,12.838,13.228,12.229,12.494,12.494,66816364
2014-10-21,13.263,13.555,12.702,12.88,12.88,31243782
2014-10-22,12.966,13.174,12.507,13.137,13.137,81146842
2014-10-23,13.051,13.33,12.762,12.773,12.773,42674712
2014-10-24,12.861,13.183,12.227,13.15,13.15,71813141
2014-10-27,12.851,13.368,12.582,12.699,12.699,92145740
2014-10-28,12.941,13.35,12.707,13.234,13.234,3843408
2014-10-29,13.031,13.202,12.67,12.817,12.817,59326760
2014-10-30,13.148,13.289,12.987,13.093,13.093,62969451
2014-10-31,13.578,13.769,12.911,13.097,13.097,46393292
2014-11-03,13.708,14.07,13.248,13.729,13.729,12114056
2014-11-04,13.648,14.294,13.207,13.585,13.585,6069060
2014-11-05,13.918,14.412,13.414,14.07,14.07,6108454
2014-11-06,14.256,14.856,13.83,13.846,13.846,88583107
2014-11-07,13.913,14.312,13.756,13.792,13.792,83431555
2014-11-10,14.087,14.432,13.601,13.684,13.684,97618511
2014-11-11,14.291,14.496,13.739,14.056,14.056,14715428
2014-11-12,14.213,14.853,13.834,14.664,14.664,7248227
2014-11-13,14.612,15.216,14.023,15.083,15.083,22208249
2014-11-14,14.575,14.819,14.297,14.425,14.425,64382454
2014-11-17,14.619,15.065,14.343,14.758,14.758,56688098
2014-11-18,14.576,15.006,14.336,14.851,14.851,9364056
2014-11-19,14.587,15.098,14.224,14.476,14.476,79969927
2014-11-20,14.275,14.958,13.649,14.184,14.184,93356156
2014-11-21,13.871,14.331,13.273,13.827,13.827,31269457
2014-11-24,14.32,14.773,13.958,14.068,14.068,17527089
2014-11-25,14.085,14.254,13.612,13.629,13.629,81446009
2014-11-26,13.813,13.986,13.277,13.385,13.385,72304523
2014-11-27,13.225,13.456,12.965,13.273,13.273,82895288
2014-11-28,13.062,13.21,12.844,12.871,12.871,54012024
2014-12-01,12.723,13.229,12.101,12.315,12.315,76168864
2014-12-02,13.147,13.659,12.691,13.018,13.018,28475670
2014-12-03,13.419,13.626,12.758,12.826,12.826,76219774
2014-12-04,13.241,13.816,12.93,13.1,13.1,67278411
2014-12-05,13.844,14.068,13.316,14.001,14.001,75705930
2014-12-08,14.123,14.434,13.856,13.867,13.867,30570956
2014-12-09,14.039,14.319,13.752,14.122,14.122,33553122
2014-12-10,13.344,13.676,12.937,13.221,13.221,61478746
2014-12-11,13.962,14.244,13.644,14.048,14.048,77735335
2014-12-12,13.581,13.982,13.354,13.724,13.724,68732290
2014-12-15,13.141,13.487,12.871,13.009,13.009,28847920
2014-12-16,13.416,14.08,13.263,13.955,13.955,78595593
2014-12-17,14.077,14.249,13.54,13.889,13.889,64701246
2014-12-18,14.474,14.701,14.044,14.584,14.584,78135852
2014-12-19,14.645,14.822,14.443,14.597,14.597,73969109
2014-12-22,14.826,15.345,14.576,15.333,15.333,78531749
2014-12-23,15.087,15.271,14.874,15.18,15.18,6979085
2014-12-24,15.323,15.989,14.794,15.948,15.948,10937498
2014-12-25,15.417,15.887,15.205,15.556,15.556,57615977
2014-12-26,15.457,15.937,14.836,15.358,15.358,66009427
2014-12-29,15.445,15.946,15.278,15.783,15.783,65898863
2014-12-30,15.22,15.476,14.916,15.409,15.409,24533329
2014-12-31,15.142,15.413,14.451,15.379,15.379,8145855
2015-01-01,14.637,14.97,14.07,14.362,14.362,62019369
2015-01-02,14.616,15.109,14.427,14.972,14.972,50809097
2015-01-05,14.334,14.598,13.72,13.905,13.905,91784228
2015-01-06,14.025,14.231,13.608,13.948,13.948,91078940
2015-01-07,14.082,14.769,13.464,13.699,13.699,56992069
2015-01-08,14.481,14.639,13.988,14.214,14.214,67203686
2015-01-09,14.755,15.376,14.205,15.296,15.296,60203594
2015-01-12,14.298,14.892,13.587,13.778,13.778,57258968
2015-01-13,14.023,14.33,13.752,14.118,14.118,86743723
2015-01-14,14.293,14.513,13.793,14.22,14.22,62130731
2015-01-15,14.02,14.242,13.622,13.697,13.697,97132918
2015-01-16,13.964,14.493,13.802,14.027,14.027,40032915
2015-01-19,14.124,14.628,13.975,14.343,14.343,32782969
2015-01-20,13.858,14.43,13.653,13.798,13.798,55766607
2015-01-21,13.894,14.554,13.394,14.323,14.323,56911004
2015-01-22,13.53,14.04,13.088,14.013,14.013,80250376
2015-01-23,13.374,13.591,12.944,13.083,13.083,63714020
2015-01-26,13.467,13.733,13.315,13.393,13.393,45057012
2015-01-27,13.044,13.614,12.669,13.099,13.099,79195414
2015-01-28,13.166,13.408,12.547,13.191,13.191,23394511
2015-01-29,13.167,13.337,12.826,12.97,12.97,88099153
2015-01-30,13.319,13.827,12.853,12.872,12.872,64084946
2015-02-02,13.385,13.734,12.834,13.321,13.321,71033323
2015-02-03,13.757,14.401,13.188,14.348,14.348,77511161
2015-02-04,13.799,14.296,13.374,13.735,13.735,77616841
2015-02-05,13.687,13.873,13.08,13.413,13.413,85884171
2015-02-06,13.727,14.385,13.375,14.354,14.354,58938733
2015-02-09,13.883,14.165,13.251,13.886,13.886,44608785
2015-02-10,13.904,14.231,13.631,14.063,14.063,76512338
2015-02-11,13.922,14.285,13.627,13.997,13.997,55354212
2015-02-12,13.734,13.899,13.567,13.891,13.891,98252826
2015-02-13,13.558,13.963,12.991,13.661,13.661,6205871
2015-02-16,13.185,13.382,12.833,13.324,13.324,54805517
2015-02-17,13.653,14.009,13.391,13.823,13.823,48476524
2015-02-18,13.32,13.64,13.063,13.487,13.487,76545972
2015-02-19,13.142,13.68,12.537,12.869,12.869,90328801
2015-02-20,12.96,13.506,12.398,12.734,12.734,81214657
2015-02-23,13.198,13.411,12.774,13.273,13.273,47917675
2015-02-24,13.127,13.451,12.672,12.903,12.903,64188832
2015-02-25,13.461,13.797,13.071,13.48,13.48,69686930
2015-02-26,13.287,13.5,12.946,13.084,13.084,10276283
2015-02-27,13.367,13.928,12.744,13.711,13.711,5455035
2015-03-02,13.151,13.655,12.953,13.031,13.031,51821658
2015-03-03,13.721,13.963,13.354,13.859,13.859,17449327
2015-03-04,13.402,13.733,13.083,13.475,13.475,91832212
2015-03-05,13.492,13.684,13.088,13.199,13.199,4257030
2015-03-06,13.67,14.15,13.283,13.753,13.753,86849711
2015-03-09,13.79,13.995,13.366,13.544,13.544,18481816
2015-03-10,13.746,14.426,13.532,13.821,13.821,24152255
2015-03-11,13.717,14.283,13.298,13.644,13.644,92163877
2015-03-12,13.736,14.088,13.465,13.504,13.504,98178641
2015-03-13,13.702,14.156,13.464,14.146,14.146,80593248
2015-03-16,13.973,14.622,13.797,13.823,13.823,22555872
2015-03-17,14.598,15.068,14.007,14.71,14.71,45137311
2015-03-18,14.443,14.688,14.052,14.288,14.288,95071673
2015-03-19,14.054,14.407,13.561,14.108,14.108,86409048
2015-03-20,14.036,14.65,13.487,13.901,13.901,48006117
2015-03-23,14.767,15.295,14.218,14.944,14.944,55480549
2015-03-24,14.537,15.061,14.118,14.806,14.806,80778667
2015-03-25,15.021,15.692,14.638,15.366,15.366,51813629
2015-03-26,15.533,16.244,15.144,15.269,15.269,35279761
2015-03-27,15.369,16.088,14.822,15.654,15.654,51364681
2015-03-30,15.551,15.766,15.088,15.278,15.278,95735138
2015-03-31,16.065,16.575,15.359,15.394,15.394,6244258
2015-04-01,15.952,16.584,15.234,15.794,15.794,46488487
2015-04-02,15.895,16.535,15.628,16.021,16.021,12639797
2015-04-03,15.718,16.257,15.475,15.84,15.84,20572502
2015-04-06,15.407,15.664,14.864,15.428,15.428,57289496
2015-04-07,15.214,15.851,14.879,15.179,15.179,93918080
2015-04-08,14.849,15.425,14.689,14.921,14.921,93570449
2015-04-09,14.867,15.067,14.19,14.243,14.243,78459096
2015-04-10,14.645,15.063,14.366,14.845,14.845,10102303
2015-04-13,14.721,14.971,14.027,14.563,14.563,30085364
2015-04-14,14.271,14.606,13.719,14.029,14.029,27500307
2015-04-15,14.372,14.526,13.79,14.309,14.309,14772560
2015-04-16,14.619,14.999,14.355,14.701,14.701,63046924
2015-04-17,14.043,14.492,13.771,14.109,14.109,52696600
2015-04-20,14.155,14.647,13.718,14.193,14.193,31029715
2015-04-21,14.51,15.04,14.265,14.758,14.758,81422040
2015-04-22,14.166,14.782,13.851,14.465,14.465,51179753
2015-04-23,14.647,14.92,14.312,14.488,14.488,94285696
2015-04-24,14.777,14.996,14.535,14.6,14.6,9791475
2015-04-27,14.576,15.218,14.311,14.453,14.453,34240655
2015-04-28,14.567,14.804,13.962,14.5,14.5,27036719
2015-04-29,14.737,15.459,14.491,15.336,15.336,26173595
2015-04-30,14.767,15.412,14.603,14.934,14.934,99344834
2015-05-01,14.934,15.383,14.409,14.574,14.574,7456645
2015-05-04,14.666,15.388,13.947,15.037,15.037,73977322
2015-05-05,14.723,14.928,14.381,14.836,14.836,31077625
2015-05-06,14.314,14.631,14.103,14.568,14.568,21838304
2015-05-07,14.289,14.797,13.82,14.413,14.413,13152364
2015-05-08,14.038,14.375,13.389,14.238,14.238,78936196
2015-05-11,13.839,14.491,13.267,13.286,13.286,32465969
2015-05-12,14.188,14.367,13.693,13.765,13.765,44310958
2015-05-13,14.505,14.969,14.177,14.25,14.25,75659566
2015-05-14,14.689,15.183,14.224,14.907,14.907,2574227
2015-05-15,14.375,14.894,14.179,14.229,14.229,55149427
2015-05-18,14.291,14.58,13.76,14.167,14.167,3230975
2015-05-19,14.645,15.005,14.074,14.514,14.514,50144691
2015-05-20,14.694,15.337,13.98,14.402,14.402,40329382
2015-05-21,15.383,15.657,15.069,15.581,15.581,42239792
2015-05-22,15.512,16.18,15.345,15.487,15.487,65631036
2015-05-25,15.579,16.085,15.083,15.436,15.436,4042265
2015-05-26,15.49,16.117,14.897,15.841,15.841,29514008
2015-05-27,15.539,16.138,14.892,14.93,14.93,77084937
2015-05-28,15.5,15.784,15.225,15.601,15.601,14386221
2015-05-29,15.727,16.242,15.405,16.088,16.088,70071806
2015-06-01,16.036,16.753,15.547,16.671,16.671,3213587
2015-06-02,15.792,16.223,15.425,16.124,16.124,23855157
2015-06-03,15.379,16.127,14.696,15.153,15.153,30406361
2015-06-04,14.822,15.238,14.393,14.888,14.888,67795621
2015-06-05,14.98,15.215,14.351,14.418,14.418,66911610
2015-06-08,14.657,15.032,14.17,14.392,14.392,72925428
2015-06-09,14.033,14.708,13.459,13.577,13.577,16407115
2015-06-10,14.149,14.471,13.819,14.025,14.025,67974905
2015-06-11,14.862,15.527,14.219,15.364,15.364,79871288
2015-06-12,14.868,15.541,14.556,14.898,14.898,7415267
2015-06-15,15.124,15.487,14.642,15.117,15.117,27073353
2015-06-16,15.157,15.359,14.876,15.085,15.085,23110964
2015-06-17,15.134,15.724,14.695,15.167,15.167,48637534
2015-06-18,15.42,15.766,15.07,15.745,15.745,16528391
2015-06-19,15.338,15.972,15.021,15.303,15.303,73973415
2015-06-22,15.428,15.855,14.677,15.416,15.416,86455278
2015-06-23,15.535,15.992,15.28,15.579,15.579,67571645
2015-06-24,15.335,15.966,14.699,14.776,14.776,37997588
2015-06-25,15.647,16.043,14.875,15.447,15.447,22413376
2015-06-26,15.6,16.033,15.432,15.921,15.921,28076524
2015-06-29,15.372,15.757,14.788,14.884,14.884,31300085
2015-06-30,15.545,15.929,15.232,15.281,15.281,40026609
2015-07-01,15.273,15.747,15.096,15.196,15.196,67673870
2015-07-02,15.289,15.937,14.89,15.69,15.69,90334406
2015-07-03,15.294,15.668,14.569,15.365,15.365,68613118
2015-07-06,15.634,16.118,15.47,15.836,15.836,92133016
2015-07-07,15.79,16.372,15.261,15.781,15.781,22902749
2015-07-08,15.79,16.118,15.315,16.028,16.028,7759545
2015-07-09,16.056,16.395,15.335,16.148,16.148,34499597
2015-07-10,16.511,17.293,16.29,17.104,17.104,33493763
2015-07-13,16.703,17.353,16.081,17.115,17.115,59894371
2015-07-14,16.715,17.268,16.093,16.848,16.848,61894488
2015-07-15,16.285,16.87,15.686,16.228,16.228,25313310
2015-07-16,15.946,16.124,15.185,15.997,15.997,48792071
2015-07-17,15.857,16.408,15.176,16.317,16.317,65927449
2015-07-20,15.671,16.147,15.488,15.504,15.504,6783873
2015-07-21,15.621,16.118,15.17,15.219,15.219,52194095
2015-07-22,15.646,16.027,15.24,15.995,15.995,50622075
2015-07-23,15.82,16.03,15.466,15.622,15.622,30698212
2015-07-24,15.805,16.085,15.362,15.993,15.993,99927422
2015-07-27,15.967,16.734,15.562,16.018,16.018,62140948
2015-07-28,15.996,16.417,15.559,15.661,15.661,40813211
2015-07-29,15.372,15.813,14.616,14.712,14.712,36655461
2015-07-30,15.091,15.274,14.887,14.948,14.948,83683767
2015-07-31,15.055,15.228,14.349,14.569,14.569,72911712
2015-08-03,14.698,15.267,14.269,14.757,14.757,44720188
2015-08-04,14.882,15.351,14.362,15.056,15.056,85966474
2015-08-05,15.345,15.811,14.682,15.796,15.796,89835628
2015-08-06,15.726,16.036,15.342,15.648,15.648,11534315
2015-08-07,15.667,16.29,15.241,15.785,15.785,50063296
2015-08-10,16.142,16.412,15.716,16.079,16.079,27131508
2015-08-11,16.198,16.483,15.793,16.165,16.165,23405294
2015-08-12,16.097,16.555,15.34,15.969,15.969,55515360
2015-08-13,15.908,16.249,15.221,15.23,15.23,24953881
2015-08-14,15.819,16.134,15.592,15.593,15.593,47659470
2015-08-17,15.704,16.266,15.479,15.556,15.556,8913741
2015-08-18,15.766,16.334,15.339,15.44,15.44,40119995
2015-08-19,15.824,16.504,15.603,16.238,16.238,93156279
2015-08-20,15.833,16.256,15.283,15.482,15.482,59803591
2015-08-21,15.979,16.186,15.727,16.138,16.138,30407413
2015-08-24,16.368,16.711,15.862,16.65,16.65,91621987
2015-08-25,16.687,17.508,16.515,17.484,17.484,91850515
2015-08-26,16.2,16.748,15.833,16.692,16.692,97014207
2015-08-27,15.38,15.97,14.81,15.125,15.125,19737075
2015-08-28,15.676,15.837,15.216,15.533,15.533,20980421
2015-08-31,15.255,15.724,14.506,14.72,14.72,29863328
2015-09-01,15.194,15.369,14.511,15.203,15.203,40867057
2015-09-02,14.846,15.332,14.484,15.237,15.237,53721317
2015-09-03,14.318,14.989,14.149,14.864,14.864,25149917
2015-09-04,14.481,15.187,13.846,14.427,14.427,6822445
2015-09-07,14.708,15.173,14.025,14.896,14.896,91642922
2015-09-08,14.545,14.957,13.922,14.023,14.023,47716752
2015-09-09,13.799,14.459,13.59,13.625,13.625,64493083
2015-09-10,13.655,14.159,12.973,13.866,13.866,36030453
2015-09-11,13.769,13.942,13.489,13.682,13.682,78419334
2015-09-14,13.368,13.751,12.847,13.747,13.747,36142701
2015-09-15,13.424,13.687,12.802,12.888,12.888,59833563
2015-09-16,13.427,13.814,13.166,13.72,13.72,24432592
2015-09-17,13.589,13.972,12.959,13.445,13.445,7962663
2015-09-18,13.628,14.082,13.323,13.951,13.951,87531067
2015-09-21,13.37,13.695,12.714,13.516,13.516,49068011
2015-09-22,13.697,13.924,13.406,13.88,13.88,86070571
2015-09-23,13.66,14.072,13.002,13.321,13.321,55402619
2015-09-24,13.659,14.249,13.493,14.211,14.211,54230084
2015-09-25,13.411,13.901,12.896,13.048,13.048,53412356
2015-09-28,13.299,13.612,12.883,12.943,12.943,40986117
2015-09-29,13.07,13.69,12.689,13.121,13.121,86022598
2015-09-30,13.032,13.638,12.785,13.492,13.492,64682740
2015-10-01,13.484,13.732,12.969,13.33,13.33,77394640
2015-10-02,13.121,13.273,12.89,13.208,13.208,27287368
2015-10-05,12.704,13.208,12.296,12.961,12.961,79399893
2015-10-06,13.084,13.648,12.821,12.994,12.994,9469292
2015-10-07,13.036,13.671,12.407,13.606,13.606,50359802
2015-10-08,12.868,13.455,12.725,12.769,12.769,31375759
2015-10-09,13.142,13.589,12.906,13.52,13.52,58293283
2015-10-12,12.99,13.395,12.734,12.935,12.935,68574241
2015-10-13,13.471,13.621,13.113,13.367,13.367,92495660
2015-10-14,13.66,13.931,13.396,13.622,13.622,4931660
2015-10-15,13.533,13.917,13.132,13.267,13.267,77560722
2015-10-16,14.124,14.62,13.49,13.895,13.895,25586507
2015-10-19,13.96,14.411,13.423,13.614,13.614,7703369
2015-10-20,14.174,14.737,13.703,13.914,13.914,17749071
2015-10-21,14.266,14.568,14.073,14.166,14.166,62819995
2015-10-22,14.645,15.122,14.092,14.596,14.596,88059845
2015-10-23,15.109,15.313,14.857,15.221,15.221,61257667
2015-10-26,15.127,15.529,14.5,15.085,15.085,79494621
2015-10-27,14.906,15.502,14.608,15.407,15.407,14737574
2015-10-28,15.051,15.619,14.649,15.266,15.266,41231341
2015-10-29,14.854,15.591,14.497,15.251,15.251,16571738
2015-10-30,15.46,15.786,14.774,15.45,15.45,37637612
2015-11-02,15.51,15.974,15.276,15.59,15.59,90648852
2015-11-03,15.404,15.761,14.901,15.494,15.494,39540324
2015-11-04,15.469,15.896,15.226,15.273,15.273,70768584
2015-11-05,15.06,15.727,14.485,15.553,15.553,7891068
2015-11-06,14.775,15.327,14.092,15.053,15.053,19935074
2015-11-09,15.137,15.823,14.722,14.992,14.992,91912617
2015-11-10,14.946,15.217,14.505,15.052,15.052,53569843
2015-11-11,14.64,15.298,13.951,13.968,13.968,14553556
2015-11-12,14.805,14.988,14.348,14.487,14.487,93523358
2015-11-13,15.163,15.854,14.716,14.79,14.79,31429701
2015-11-16,15.389,15.745,14.879,15.555,15.555,57407416
2015-11-17,15.703,16.058,15.113,15.827,15.827,77545954
2015-11-18,15.473,15.945,15.252,15.816,15.816,47006065
2015-11-19,15.041,15.757,14.397,14.403,14.403,67498271
2015-11-20,15.5,15.685,15.075,15.381,15.381,46823098
2015-11-23,15.408,15.779,15.209,15.611,15.611,21787328
2015-11-24,15.338,16.017,14.702,14.906,14.906,29658480
2015-11-25,15.753,16.16,15.358,15.879,15.879,99023033
2015-11-26,15.936,16.222,15.713,15.756,15.756,76662329
2015-11-27,16.09,16.524,15.521,15.703,15.703,6476946
2015-11-30,16.794,17.221,16.035,16.599,16.599,74983284
2015-12-01,16.587,17.36,15.832,16.831,16.831,52374515
2015-12-02,16.903,17.587,16.086,16.305,16.305,16212725
2015-12-03,16.93,17.441,16.173,16.408,16.408,28424331
2015-12-04,17.03,17.874,16.858,17.066,17.066,78781607
2015-12-07,17.559,18.061,17.116,17.342,17.342,39892263
2015-12-08,17.746,17.965,16.988,17.209,17.209,29075822
2015-12-09,17.946,18.314,17.504,17.824,17.824,76380778
2015-12-10,18.34,18.843,17.715,18.452,18.452,17336800
2015-12-11,18.215,18.511,17.591,17.994,17.994,81149135
2015-12-14,17.919,18.777,17.478,18.486,18.486,37845133
2015-12-15,17.553,18.267,16.742,17.839,17.839,44407429
2015-12-16,16.872,17.222,16.364,16.473,16.473,74564820
2015-12-17,17.574,18.165,17.072,17.125,17.125,10946403
2015-12-18,17.195,17.863,16.337,17.677,17.677,22994709
2015-12-21,17.127,17.943,16.618,16.724,16.724,12176807
2015-12-22,17.041,17.812,16.749,16.907,16.907,15447413
2015-12-23,17.154,17.679,16.63,16.653,16.653,81865426
2015-12-24,17.443,18.158,16.701,17.616,17.616,48174978
2015-12-25,17.752,18.329,17.023,17.784,17.784,47122979
2015-12-28,17.554,18.118,16.825,18.101,18.101,74149108
2015-12-29,17.504,17.759,16.833,17.654,17.654,49494842
2015-12-30,17.611,17.876,17.256,17.511,17.511,27040801
2015-12-31,17.533,18.08,16.753,17.246,17.246,22953226
2016-01-01,18.105,18.481,17.277,17.634,17.634,97240431
2016-01-04,18.292,18.49,17.967,18.047,18.047,94573801
2016-01-05,18.57,19.293,18.287,18.426,18.426,12712686
2016-01-06,18.825,19.038,17.902,18.052,18.052,84848538
2016-01-07,19.277,19.929,18.415,18.588,18.588,26457833
2016-01-08,19.356,19.967,18.471,18.831,18.831,27357761
2016-01-11,18.864,19.784,18.007,18.552,18.552,69644485
2016-01-12,19.024,19.583,18.422,19.538,19.538,33591405
2016-01-13,18.786,19.022,18.112,18.638,18.638,97897729
2016-01-14,18.596,19.192,18.004,19.177,19.177,86858665
2016-01-15,18.824,19.646,18.597,18.988,18.988,91746151
2016-01-18,19.299,20.262,18.531,19.323,19.323,72416377
2016-01-19,19.317,19.843,18.733,19.093,19.093,90325551
2016-01-20,19.446,19.89,18.748,18.957,18.957,65426573
2016-01-21,20.118,21.049,19.512,19.732,19.732,84738825
2016-01-22,20.225,20.582,19.625,20.529,20.529,23004716
2016-01-25,21.287,22.024,20.928,22.01,22.01,14616416
2016-01-26,21.539,22.104,21.083,21.129,21.129,66030121
2016-01-27,20.791,21.033,20.451,20.539,20.539,75075197
2016-01-28,21.115,21.619,20.739,21.112,21.112,19249483
2016-01-29,21.286,21.725,20.245,20.521,20.521,8835773
2016-02-01,21.846,22.664,21.494,21.92,21.92,27754015
2016-02-02,22.151,23.213,21.691,21.887,21.887,5773936
2016-02-03,22.101,22.559,21.358,21.906,21.906,9130135
2016-02-04,21.571,22.487,20.829,21.279,21.279,23221645
2016-02-05,21.491,21.753,21.144,21.358,21.358,83405124
2016-02-08,21.136,21.802,20.254,20.4,20.4,9597682
